id,mls_number,coordinates_source,coordinates_geohash,latitude,longitude,title,home_type,sub_type,offer,status,banner_id,property_class,property_type,unit_name,unit_number,corporation_number,corporation_jurisdiction,asking_price,advertise_permission,featured,exclusive,promoted,building_id,building_age_max,building_age,address_id,street_id,neighbourhood_id,neighbourhood_name,sublocality_id,sublocality_name,locality_id,locality_name,locality_parent_id,locality_parent_name,locality_grandparent_id,locality_grandparent_name,province_id,province_name,country_id,country_name,url,tax,tax_year,bedrooms,bedrooms_plus,bed_type,bed_type_num,bathrooms,furnished,parking_spots,parking_type,locker_type,sqft_min,sqft_max,sqft,sqft_source,lot_size,lot_front,lot_depth,pin_to_front,ranking,maintenance_fee,photo_count,photo_version,photo_base_url,pool,furnished_id,property_class_name,entry_date,entry_date_unix,street_name,brokerage,brokerage_id,brokerage_name,date_available,date_available_period,exposure,outdoor_space,pets_permitted,created_at,source_timestamp,slogan,has_locker,has_balcony,amenities,tags,title_to_land,filter_type,filter_value,type,subtitle,open_houses,_geoloc,objectID,_highlightResult
673287,C5431710,Address,dpz8cxts0p16hfdyr85x,43.7675092,-79.3796521,206 - 9 Greenbriar Rd,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,206,5,1317,MTCC,620000,1,0,0,0,692,21,21,146114,7825,828,Bayview Village,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/bayview-sheppard-manors-9-greenbriar-rd/unit-206-C5431710,2810.6,2021,2,1,2+1,2.1,2,No,1,Underground,Owned,1000,1199,1265,Calculated,,,,,,708.26,21,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431710/mls/,None,,,2021-11-12,1636749714,Greenbriar Road,"BAY STREET GROUP INC., BROKERAGE",,,Immed,2021-Nov,W,Open Balcony,Restrictions,2021-11-13 20:49:46,2021-11-13 20:30:01,,1,1,"['Public Transit', 'Visitor Parking', 'BBQ Permitted', 'Elevator', 'Parking Garage', 'Pet Restriction', 'Security System']",[],,mls_number,C5431710,SearchListing,C5431710 | For Sale,[],"{'lat': 43.7675092, 'lng': -79.3796521}",C5431710,"{'mls_number': {'value': 'C5431710', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '206 - 9 Greenbriar Rd', 'matchLevel': 'none', 'matchedWords': []}}"
672533,E5431148,Address,dpz9jpt7g3jrb2fummv4,43.8113804,-79.2260421,303 - 100 Wingarden Crt,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,303,6,724,MTCC,469000,0,0,0,0,926,34,34,486913,15161,787,Malvern,15,Scarborough,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/100-wingarden-court-condominium-100-wingarden-crt/unit-303-E5431148,750,2020,2,,2,2,2,No,1,Shared,None,1000,1199,962,Calculated,,,,,,611,11,2,https://shared-s3.property.ca/public/images/listings/optimized/e5431148/mls/,None,,,2021-11-12,1636749712,Wingarden Court,"PROPERTY XCHANGE REALTY POINT, BROKERAGE",,,Anytime,2021-Nov,W,Open Balcony,Restrictions,2021-11-12 20:50:05,2021-11-12 20:39:24,,0,1,"['Rec Room', 'Security System', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Squash Court', 'Tennis Court', 'Meeting Room', 'Party Room', 'Enter Phone System']",[],,mls_number,E5431148,SearchListing,E5431148 | For Sale,[],"{'lat': 43.8113804, 'lng': -79.2260421}",E5431148,"{'mls_number': {'value': 'E5431148', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '303 - 100 Wingarden Crt', 'matchLevel': 'none', 'matchedWords': []}}"
672529,C5431139,Address,dpz88znn5hj9jh9kbzwe,43.7211444,-79.4117899,514 - 455 Rosewell Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,514,39,1689,TSCC,839000,1,0,0,0,525,16,16,304547,11018,879,Lawrence Park South,21,Midtown | Central,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/lawrence-park-on-rosewell-451-485-rosewell-ave/unit-514-C5431139,2871.76,2021,2,,2,2,2,No,1,Underground,Owned,800,899,883,Calculated,,,,,,673.82,40,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431139/mls/,None,,,2021-11-12,1636749712,Rosewell Avenue,"BOSLEY REAL ESTATE LTD., BROKERAGE",,,30 Days,2021-Dec,NW,Open Balcony,Restrictions,2021-11-12 20:50:04,2021-11-12 20:30:11,,1,1,"['Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Elevator', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Library']",[],,mls_number,C5431139,SearchListing,C5431139 | For Sale,[],"{'lat': 43.7211444, 'lng': -79.4117899}",C5431139,"{'mls_number': {'value': 'C5431139', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '514 - 455 Rosewell Ave', 'matchLevel': 'none', 'matchedWords': []}}"
673199,C5431645,Address,dpz90bgf801dge42e1t6,43.7740808,-79.4150140,306 - 75 Canterbury Pl,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,306,5,,,598000,1,0,0,0,6384,1,New,143319,7792,814,Willowdale West,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-diamond-condominiums-on-yonge-75-canterbury-pl/unit-306-C5431645,0,2021,1,,1,1,1,No,1,Underground,Owned,0,499,,,,,,,,400,23,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431645/mls/,None,,,2021-11-12,1636742514,Canterbury Place,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",,,Immediate,2021-Nov,S,Terrace,Restrictions,2021-11-13 18:49:47,2021-11-13 18:34:46,,1,1,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Yoga Studio', 'Games Room', 'Library', 'Outdoor Patio', 'Sauna']",[],,mls_number,C5431645,SearchListing,C5431645 | For Sale,[],"{'lat': 43.7740808, 'lng': -79.415014}",C5431645,"{'mls_number': {'value': 'C5431645', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '306 - 75 Canterbury Pl', 'matchLevel': 'none', 'matchedWords': []}}"
671827,C5430446,Address,dpz83ecszmcw4vnbe5rw,43.6591419,-79.3848338,1302 - 717 Bay St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1302,02,901,MTCC,950000,1,1,0,0,1175,31,31,267609,10474,750,Bay St. Corridor,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-1302-C5430446,3079.5,2021,2,,2,2,2,No,1,Underground,Owned,1000,1199,1085,Known,,,,1,,943,27,4,https://shared-s3.property.ca/public/images/listings/optimized/c5430446/mls/,None,,,2021-11-12,1636742487,Bay Street,"PROPERTY.CA INC., BROKERAGE",,,Tba,2021-Nov,SE,None,Restrictions,2021-11-12 14:49:48,2021-12-01 18:39:21,,1,0,"['Guest Suites', 'Gym', 'Indoor Pool', 'Party Room', 'Security Guard', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Concierge', 'Meeting Room', 'Rec Room', 'BBQ Permitted']",['High-Rise'],,mls_number,C5430446,SearchListing,C5430446 | For Sale,[],"{'lat': 43.6591419, 'lng': -79.3848338}",C5430446,"{'mls_number': {'value': 'C5430446', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1302 - 717 Bay St', 'matchLevel': 'none', 'matchedWords': []}}"
675443,C5433448,Address,dpz82bshw797vgbgpvby,43.6412338,-79.4144027,401 - 1005 King St W,Condo,Condo Apartment,Sale,Active,6,Condo,Condo Apt,401,1,1799,TSCC,815000,0,0,0,0,57,15,15,278616,9481,753,King West,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/dna-north-tower-1005-king-st-w/unit-401-C5433448,2755.67,2021,2,1,2+1,2.1,2,No,1,Owned,Owned,800,899,810,Calculated,,,,,,693.2,28,2,https://shared-s3.property.ca/public/images/listings/optimized/c5433448/mls/,None,,,2021-11-12,1636741302,King Street W,ZOOCASA REALTY INC.,,,Tbd,2021-Nov,S,Open Balcony,Restrictions,2021-11-16 15:50:15,2021-11-30 18:16:15,,1,1,"['Bike Storage', 'Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Media Room', 'Meeting Room', 'Security Guard', 'Public Transit', 'Elevator', 'Parking Garage', 'Pet Restriction', 'Security System', 'Beanfield Fibre Available', 'Rec Room']",['High-Rise'],,mls_number,C5433448,SearchListing,C5433448 | For Sale,[],"{'lat': 43.6412338, 'lng': -79.4144027}",C5433448,"{'mls_number': {'value': 'C5433448', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '401 - 1005 King St W', 'matchLevel': 'none', 'matchedWords': []}}"
672217,W5430873,Address,dpz2rxfr5n4nr43rt75s,43.6815022,-79.4718760,708 - 1600 Keele St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,708,708,1683,TSCC,445000,1,0,0,0,543,16,16,1973709,54438,844,Keelesdale-Eglinton West,18,York Crosstown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/solara-condominiums-1600-keele-st/unit-708-W5430873,1121.45,2020,1,,1,1,1,No,1,Underground,Owned,500,599,529,Calculated,,,,,,428.15,17,2,https://shared-s3.property.ca/public/images/listings/optimized/w5430873/mls/,None,,,2021-11-12,1636741290,Keele Street,"HOMELIFE/LOCAL REAL ESTATE LTD., BROKERAGE",,,60 Days,2022-Jan,E,Open Balcony,Restrictions,2021-11-12 18:09:56,2021-11-12 17:45:25,,1,1,"['Gym', 'Party Room', 'Rooftop Deck', 'Public Transit', 'Visitor Parking', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Bike Storage', 'Games Room', 'Rec Room', 'Enter Phone System']",['High-Rise'],,mls_number,W5430873,SearchListing,W5430873 | For Sale,[],"{'lat': 43.6815022, 'lng': -79.471876}",W5430873,"{'mls_number': {'value': 'W5430873', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '708 - 1600 Keele St', 'matchLevel': 'none', 'matchedWords': []}}"
672203,C5430879,Address,dpz8dwusrwyynzydvv5f,43.7194863,-79.3367507,204 - 2 Sonic Way,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,204,4,2818,TSCC,798900,1,0,0,0,6378,1,1,2743520,205644,816,Flemingdon Park,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/sonic-1185-eglinton-ave-e-2-32-sonic-way/unit-204-C5430879,0,2021,3,,3,3,2,No,1,Underground,None,1000,1199,888,Calculated,,,,,,621.68,35,2,https://shared-s3.property.ca/public/images/listings/optimized/c5430879/mls/,None,,,2021-11-12,1636741290,Sonic Way,"HOME & CONDO MARKET, BROKERAGE",,,Immediate/Tba,2021-Nov,E,Open Balcony,Restrictions,2021-11-12 18:09:53,2021-11-12 17:51:15,,0,1,"['Concierge', 'Gym', 'Games Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Meeting Room']",[],,mls_number,C5430879,SearchListing,C5430879 | For Sale,[],"{'lat': 43.7194863, 'lng': -79.3367507}",C5430879,"{'mls_number': {'value': 'C5430879', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '204 - 2 Sonic Way', 'matchLevel': 'none', 'matchedWords': []}}"
672053,C5430708,Address,dpz83cexwkq6bx45udtc,43.6472458,-79.3711376,207 - 3 Market St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,207,7,2198,TSCC,799900,0,0,0,0,85,10,10,313720,11292,746,St. Lawrence,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/market-wharf-3-market-st/unit-207-C5430708,3036.74,2021,2,,2,2,1,No,1,Owned,Owned,700,799,734,Calculated,,,,,,592.37,1,3,https://shared-s3.property.ca/public/images/listings/optimized/c5430708/mls/,None,,,2021-11-12,1636740116,Market Street,"ROYAL LEPAGE TERREQUITY COMPASS REALTY, BROKERAGE",,,Tba,2021-Nov,NE,None,Restrictions,2021-11-12 16:49:48,2021-11-17 17:40:11,,1,0,"['Concierge', 'Gym', 'BBQ Permitted', 'Beanfield Fibre Available', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Rooftop Deck', 'FibreStream Internet']","['Loft', 'Mid-Rise', 'Soft Loft']",,mls_number,C5430708,SearchListing,C5430708 | For Sale,[],"{'lat': 43.6472458, 'lng': -79.3711376}",C5430708,"{'mls_number': {'value': 'C5430708', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '207 - 3 Market St', 'matchLevel': 'none', 'matchedWords': []}}"
672539,W5431144,Address,dpz2pmkvqm58q1qtrwvj,43.6235172,-79.4792877,2713 - 30 Shore Breeze Dr,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,2713,13,,TSCC,769000,1,0,0,0,2092,5,0-5,89959,6370,788,Mimico,16,Etobicoke,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/sky-tower-at-eau-du-soleil-30-shore-breeze-drive-2183-lake-shore-blvd-w-30-shore-breeze-dr/unit-2713-W5431144,2630.71,2021,2,,2,2,1,No,1,Underground,Owned,600,699,,,,,,,,512,26,3,https://shared-s3.property.ca/public/images/listings/optimized/w5431144/mls/,None,,,2021-11-12,1636740075,Shore Breeze Drive,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",,,60 Days,2022-Jan,N,Open Balcony,Restrictions,2021-11-12 20:50:05,2021-11-27 17:48:38,,1,1,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Tennis Court', 'Visitor Lounge', 'Yoga Studio', 'Guest Suites', 'BBQ Permitted']",['High-Rise'],,mls_number,W5431144,SearchListing,W5431144 | For Sale,[],"{'lat': 43.6235172, 'lng': -79.4792877}",W5431144,"{'mls_number': {'value': 'W5431144', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '2713 - 30 Shore Breeze Dr', 'matchLevel': 'none', 'matchedWords': []}}"
672907,C5431364,Address,dpz901833kpvz9mmz8c7,43.7780080,-79.4527173,1401 - 131 Torresdale Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1401,1,584,MTCC,598800,1,0,0,0,1089,39,39,114814,7229,812,Westminster | Branson,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/hemisphere-2-131-torresdale-ave/unit-1401-C5431364,1773.93,2021,2,1,2+1,2.1,2,No,1,Underground,Ensuite,1200,1399,1252,Calculated,,,,,,882.56,29,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431364/mls/,None,,,2021-11-12,1636740069,Torresdale Avenue,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",,,Flexible/Tba,2021-Nov,S,None,No,2021-11-13 01:49:43,2021-12-01 17:45:24,,1,0,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Security Guard', 'Visitor Parking', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Car Wash', 'Rec Room', 'BBQ Permitted']",['High-Rise'],,mls_number,C5431364,SearchListing,C5431364 | For Sale,[],"{'lat': 43.778008, 'lng': -79.4527173}",C5431364,"{'mls_number': {'value': 'C5431364', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1401 - 131 Torresdale Ave', 'matchLevel': 'none', 'matchedWords': []}}"
672773,E5431302,Address,dpz87zunjvg89rd9rrp7,43.6813283,-79.2825854,321 - 1100 Kingston Rd,Condo,Condo Apartment,Sale,Active,8,Condo,Condo Apt,321,21,2688,TSCC,649900,1,0,0,0,7976,3,3,156830,6632,771,Birchcliffe-Cliffside,15,Scarborough,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/kingston-and-co-condos-1100-kingston-rd/unit-321-E5431302,2535.71,2021,1,1,1+1,1.1,1,No,1,Underground,Owned,700,799,747,Calculated,,,,,,581,40,2,https://shared-s3.property.ca/public/images/listings/optimized/e5431302/mls/,None,,,2021-11-12,1636738920,Kingston Road,"CITYSCAPE REAL ESTATE LTD., BROKERAGE",,,Tba,2021-Nov,S,Open Balcony,Restrictions,2021-11-12 23:49:43,2021-11-16 16:12:00,,1,1,"['BBQ Permitted', 'Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Bike Storage', 'Guest Suites']",['Mid-Rise'],,mls_number,E5431302,SearchListing,E5431302 | For Sale,[],"{'lat': 43.6813283, 'lng': -79.2825854}",E5431302,"{'mls_number': {'value': 'E5431302', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '321 - 1100 Kingston Rd', 'matchLevel': 'none', 'matchedWords': []}}"
672049,C5430703,Address,dpz8dwusrwyynzydvv5f,43.7194863,-79.3367507,203 - 2 Sonic Way,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,203,3,2818,TSCC,798900,1,0,0,0,6378,1,1,2743520,205644,816,Flemingdon Park,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/sonic-1185-eglinton-ave-e-2-32-sonic-way/unit-203-C5430703,0,2021,3,,3,3,2,No,1,Underground,None,1000,1199,,,,,,,,621.68,36,2,https://shared-s3.property.ca/public/images/listings/optimized/c5430703/mls/,None,,,2021-11-12,1636738911,Sonic Way,"HOME & CONDO MARKET, BROKERAGE",,,Immediate/Tba,2021-Nov,E,Open Balcony,Restrictions,2021-11-12 16:49:48,2021-11-12 17:28:54,,0,1,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Games Room', 'Meeting Room']",['High-Rise'],,mls_number,C5430703,SearchListing,C5430703 | For Sale,[],"{'lat': 43.7194863, 'lng': -79.3367507}",C5430703,"{'mls_number': {'value': 'C5430703', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '203 - 2 Sonic Way', 'matchLevel': 'none', 'matchedWords': []}}"
672135,C5430798,Address,dpz8dzft50k2qwshj451,43.7250724,-79.3287074,1401 - 181 Wynford Dr,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1401,01,2043,TSCC,565000,1,0,0,0,282,12,12,176427,8746,820,Banbury | Don Mills,17,North York,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/accolade-181-wynford-dr/unit-1401-C5430798,1790.27,2021,1,,1,1,1,No,1,Underground,None,600,699,626,Calculated,,,,,,415.36,16,2,https://shared-s3.property.ca/public/images/listings/optimized/c5430798/mls/,None,,,2021-11-12,1636737690,Wynford Drive,"HOMELIFE GALAXY REAL ESTATE LTD., BROKERAGE",,,30/60//Tba,2021-Dec,E,Open Balcony,Restrictions,2021-11-12 17:29:51,2021-11-12 17:14:06,,0,1,"['Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Rec Room']",[],,mls_number,C5430798,SearchListing,C5430798 | For Sale,[],"{'lat': 43.7250724, 'lng': -79.3287074}",C5430798,"{'mls_number': {'value': 'C5430798', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1401 - 181 Wynford Dr', 'matchLevel': 'none', 'matchedWords': []}}"
672691,C5431255,Address,dpz83d0c665tbwh2qv09,43.6489079,-79.3860758,1803 - 180 University Ave,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1803,3,2258,TSCC,1999999,1,0,0,0,274,9,9,266284,10495,754,Queen West,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/shangri-la-180-university-ave/unit-1803-C5431255,7266.59,2020,2,,2,2,2,No,1,Underground,Owned,1400,1599,1423,Calculated,,,,,,1488.49,29,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431255/mls/,None,,,2021-11-12,1636736477,University Avenue,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",,,90 Days/Tba,2022-Feb,NE,Open Balcony,Restrictions,2021-11-12 22:29:47,2021-11-30 16:47:15,,1,1,"['Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Business Centre (WiFi)', 'Guest Suites', 'Internet', 'Media Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Indoor Pool', 'Car Wash', 'Gym', 'Rec Room']","['High-Rise', 'Luxury']",,mls_number,C5431255,SearchListing,C5431255 | For Sale,[],"{'lat': 43.6489079, 'lng': -79.3860758}",C5431255,"{'mls_number': {'value': 'C5431255', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1803 - 180 University Ave', 'matchLevel': 'none', 'matchedWords': []}}"
671879,C5430511,Address,dpz83mg1ns6d5vm16bw5,43.6694758,-79.3937910,1802 - 175 Cumberland St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1802,2,626,MTCC,1349000,0,0,0,0,1139,37,37,275103,10476,760,Yorkville,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/renaissance-plaza-175-cumberland-st/unit-1802-C5430511,3757.73,2021,2,,2,2,2,No,1,Underground,None,1000,1199,1149,Calculated,,,,,,1145.17,28,4,https://shared-s3.property.ca/public/images/listings/optimized/c5430511/mls/,None,,,2021-11-12,1636736464,Cumberland Street,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",,,Early January,2022-Jan,N,None,Restrictions,2021-11-12 15:09:49,2021-11-23 16:54:52,,0,0,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Security Guard', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Squash Court', 'Meeting Room', 'Party Room', 'Rec Room']",['High-Rise'],,mls_number,C5430511,SearchListing,C5430511 | For Sale,[],"{'lat': 43.6694758, 'lng': -79.393791}",C5430511,"{'mls_number': {'value': 'C5430511', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1802 - 175 Cumberland St', 'matchLevel': 'none', 'matchedWords': []}}"
672975,E5431400,Address,dpz8u0fcmu0fprx1vc3e,43.7299422,-79.2733191,506 - 2245 Eglinton Ave E,Condo,Condo Apartment,Sale,Active,6,Condo,Condo Apt,506,6,1072,MTCC,499000,1,0,0,0,1233,27,27,367235,7236,765,Ionview,15,Scarborough,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/versailles-court-2245-eglinton-ave-e/unit-506-E5431400,1222.02,2021,3,,3,3,1,No,1,Underground,None,1200,1399,976,Calculated,,,,,,648.22,37,3,https://shared-s3.property.ca/public/images/listings/optimized/e5431400/mls/,None,,,2021-11-12,1636734116,Eglinton Avenue East,"UNITED REALTY OF CANADA, BROKERAGE",,,Tba,2021-Nov,E,Open Balcony,Restrictions,2021-11-13 13:09:58,2021-11-23 16:09:06,,0,1,"['BBQ Permitted', 'Car Wash', 'Party Room', 'Security Guard', 'Security System', 'Visitor Parking', 'Parking Garage', 'Pet Restriction']",['Mid-Rise'],,mls_number,E5431400,SearchListing,E5431400 | For Sale,[],"{'lat': 43.7299422, 'lng': -79.2733191}",E5431400,"{'mls_number': {'value': 'E5431400', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '506 - 2245 Eglinton Ave E', 'matchLevel': 'none', 'matchedWords': []}}"
673001,C5431412,Address,dpz83vtzgk70r0n31nzd,43.6692609,-79.3681805,21 Laurier Ave,Townhouse,Townhouse,Sale,Active,,Freehold,,,,,,1899000,1,0,0,0,,,,321210,11438,740,St. James Town,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/21-laurier-avenue-toronto/c5431412,5979.05,2021,3,,3,3,2,No,0,,,0,,,,1194,18,65,,,,32,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431412/mls/,None,,,2021-11-12,1636734097,Laurier Avenue,"ROYAL LEPAGE URBAN REALTY, BROKERAGE",,,60/90 Tba,2022-Jan,,,,2021-11-13 13:10:02,2021-11-13 16:08:41,,,0,[],[],,mls_number,C5431412,SearchListing,C5431412 | For Sale,[],"{'lat': 43.6692609, 'lng': -79.3681805}",C5431412,"{'mls_number': {'value': 'C5431412', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '21 Laurier Ave', 'matchLevel': 'none', 'matchedWords': []}}"
672091,C5430767,Address,dpz83f9ks446denpcw0h,43.6522119,-79.3743293,612 - 82 Lombard St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,612,01,784,MTCC,998000,1,0,0,0,,,,313392,11275,746,St. Lawrence,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/82-lombard-street-toronto/unit-612-C5430767,3625.44,2021,2,,2,2,2,No,1,Underground,Ensuite,1400,1599,,,,,,,,1438.28,31,6,https://shared-s3.property.ca/public/images/listings/optimized/c5430767/mls/,None,,,2021-11-12,1636734062,Lombard Street,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",,,30-60 Days,2021-Dec,S,None,Restrictions,2021-11-12 17:09:57,2021-11-25 16:16:19,,1,0,['Security System'],[],,mls_number,C5430767,SearchListing,C5430767 | For Sale,[],"{'lat': 43.6522119, 'lng': -79.3743293}",C5430767,"{'mls_number': {'value': 'C5430767', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '612 - 82 Lombard St', 'matchLevel': 'none', 'matchedWords': []}}"
673033,C5431487,Address,dpz83d0h8we99yjf72v2,43.6494893,-79.3871808,1203 - 140 Simcoe St,Condo,Condo Apartment,Sale,Active,,Condo,Condo Apt,1203,03,1667,TSCC,668890,1,0,0,0,554,16,16,267473,10501,754,Queen West,14,Downtown,1,Toronto,1,Toronto Division,1,GTA,9,Ontario,1,Canada,toronto/university-plaza-140-simcoe-st/unit-1203-C5431487,2056.99,2021,1,,1,1,1,No,0,Underground,Exclusive,600,699,596,Calculated,,,,,,410.2,13,2,https://shared-s3.property.ca/public/images/listings/optimized/c5431487/mls/,None,,,2021-11-12,1636732874,Simcoe Street,"RE/MAX WEST REALTY INC., BROKERAGE",,,Immediate,2021-Nov,SW,Open Balcony,Restrictions,2021-11-13 14:49:45,2021-11-27 15:49:31,,1,1,"['Concierge', 'Gym', 'Rooftop Deck', 'Public Transit', 'Party Room', 'Elevator', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Indoor Pool', 'Visitor Parking', 'BBQ Permitted']",['High-Rise'],,mls_number,C5431487,SearchListing,C5431487 | For Sale,[],"{'lat': 43.6494893, 'lng': -79.3871808}",C5431487,"{'mls_number': {'value': 'C5431487', 'matchLevel': 'none', 'matchedWords': []}, 'title': {'value': '1203 - 140 Simcoe St', 'matchLevel': 'none', 'matchedWords': []}}"
